fips,name,pop_18
48415,"Scurry, TX",16866
48417,"Shackelford, TX",3253
48419,"Shelby, TX",25418
48421,"Sherman, TX",3079
48423,"Smith, TX",230221
48425,"Somervell, TX",9016
48427,"Starr, TX",64525
48429,"Stephens, TX",9433
48431,"Sterling, TX",1311
48433,"Stonewall, TX",1362
48435,"Sutton, TX",3758
48437,"Swisher, TX",7462
48439,"Tarrant, TX",2084931
48441,"Taylor, TX",137640
48443,"Terrell, TX",823
48445,"Terry, TX",12287
48447,"Throckmorton, TX",1515
48449,"Titus, TX",33033
48451,"Tom Green, TX",118189
48453,"Travis, TX",1248743
48455,"Trinity, TX",14740
48457,"Tyler, TX",21696
48459,"Upshur, TX",41260
48461,"Upton, TX",3671
48463,"Uvalde, TX",26846
48465,"Val Verde, TX",49208
48467,"Van Zandt, TX",56019
48469,"Victoria, TX",92035
48471,"Walker, TX",72480
48473,"Waller, TX",53126
48475,"Ward, TX",11720
48477,"Washington, TX",35108
48479,"Webb, TX",275910
48481,"Wharton, TX",41619
48483,"Wheeler, TX",5191
48485,"Wichita, TX",132064
48487,"Wilbarger, TX",12820
48489,"Willacy, TX",21515
48491,"Williamson, TX",566719
48493,"Wilson, TX",50224
48495,"Winkler, TX",7720
48497,"Wise, TX",68305
48499,"Wood, TX",45129
48501,"Yoakum, TX",8591
48503,"Young, TX",18045
48505,"Zapata, TX",14190
48507,"Zavala, TX",11983
49001,"Beaver, UT",6580
49003,"Box Elder, UT",54950
49005,"Cache, UT",127068
49007,"Carbon, UT",20269
49009,"Daggett, UT",980
49011,"Davis, UT",351713
49013,"Duchesne, UT",19964
49015,"Emery, UT",10014
49017,"Garfield, UT",5080
49019,"Grand, UT",9764
49021,"Iron, UT",52775
49023,"Juab, UT",11555
49025,"Kane, UT",7709
49027,"Millard, UT",13006
49029,"Morgan, UT",12045
49031,"Piute, UT",1445
49033,"Rich, UT",2464
49035,"Salt Lake, UT",1152633
49037,"San Juan, UT",15449
49039,"Sanpete, UT",30623
49041,"Sevier, UT",21539
49043,"Summit, UT",41933
49045,"Tooele, UT",69907
49047,"Uintah, UT",35438
49049,"Utah, UT",622213
49051,"Wasatch, UT",33240
49053,"Washington, UT",171700
49055,"Wayne, UT",2690
49057,"Weber, UT",256359
50001,"Addison, VT",36973
50003,"Bennington, VT",35631
50005,"Caledonia, VT",30302
50007,"Chittenden, VT",164572
50009,"Essex, VT",6250
50011,"Franklin, VT",49421
50013,"Grand Isle, VT",7090
50015,"Lamoille, VT",25300
50017,"Orange, VT",28999
50019,"Orleans, VT",26907
50021,"Rutland, VT",58672
50023,"Washington, VT",58140
50025,"Windham, VT",42756
50027,"Windsor, VT",55286
51001,"Accomack, VA",32412
51007,"Amelia, VA",13013
51009,"Amherst, VA",31666
51011,"Appomattox, VA",15841
51013,"Arlington, VA",237521
51017,"Bath, VA",4292
51019,"Bedford, VA*",78747
51021,"Bland, VA",6293
51023,"Botetourt, VA",33277
51025,"Brunswick, VA",16384
51027,"Buchanan, VA",21221
51029,"Buckingham, VA",16999
51033,"Caroline, VA",30772
51036,"Charles City, VA",6941
51037,"Charlotte, VA",11938
51041,"Chesterfield, VA",348556
51043,"Clarke, VA",14523
51045,"Craig, VA",5064
51047,"Culpeper, VA",51859
51049,"Cumberland, VA",9809
51051,"Dickenson, VA",14523
51057,"Essex, VA",10919
51061,"Fauquier, VA",70675
51063,"Floyd, VA",15795
51065,"Fluvanna, VA",26783
51067,"Franklin, VA",56195
51071,"Giles, VA",16844
51073,"Gloucester, VA",37349
51075,"Goochland, VA",23244
51077,"Grayson, VA",15631
51079,"Greene, VA",19779
51083,"Halifax, VA",34120
51085,"Hanover, VA",107239
51087,"Henrico, VA",329261
51091,"Highland, VA",2210
51093,"Isle of Wight, VA",36953
51097,"King and Queen, VA",7042
51099,"King George, VA",26575
51101,"King William, VA",16939
51103,"Lancaster, VA",10783
51105,"Lee, VA",23541
51107,"Loudoun, VA",406850
51109,"Louisa, VA",36778
51111,"Lunenburg, VA",12086
51113,"Madison, VA",13295
51115,"Mathews, VA",8802
51117,"Mecklenburg, VA",30650
51119,"Middlesex, VA",10769
51125,"Nelson, VA",14836
51127,"New Kent, VA",22391
51131,"Northampton, VA",11735
51133,"Northumberland, VA",12147
51135,"Nottoway, VA",15420
51137,"Orange, VA",36644
51139,"Page, VA",23933
51141,"Patrick, VA",17673
51145,"Powhatan, VA",29189
51147,"Prince Edward, VA",22950
51155,"Pulaski, VA",34066
51157,"Rappahannock, VA",7252
51159,"Richmond, VA",9038
51167,"Russell, VA",26748
51169,"Scott, VA",21534
51171,"Shenandoah, VA",43497
51173,"Smyth, VA",30472
51179,"Stafford, VA",149960
51181,"Surry, VA",6474
51183,"Sussex, VA",11237
51185,"Tazewell, VA",40855
51187,"Warren, VA",40003
51193,"Westmoreland, VA",17830
51197,"Wythe, VA",28754
51510,"Alexandria (Independent City), VA",160530
51550,"Chesapeake (Independent City), VA",242634
51650,"Hampton (Independent City), VA",134313
51700,"Newport News (Independent City), VA",178626
51710,"Norfolk (Independent City), VA",244076
51740,"Portsmouth (Independent City), VA",94632
51760,"Richmond (Independent City), VA",228783
51770,"Roanoke (Independent City), VA",99920
51800,"Suffolk (Independent City), VA",91185
51810,"Virginia Beach (Independent City), VA",450189
51901,"Albemarle + Charlottesville, VA*",156835
51903,"Alleghany + Covington, VA*",20370
51907,"Augusta, Staunton + Waynesboro, VA*",123007
51911,"Campbell + Lynchburg, VA*",137099
51913,"Carroll + Galax, VA*",36059
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",77929
51919,"Fairfax, Fairfax City + Falls Church, VA*",1190141
51921,"Frederick + Winchester, VA*",116463
51923,"Greensville + Emporia, VA*",16748
51929,"Henry + Martinsville, VA*",63855
51931,"James City + Williamsburg, VA*",91293
51933,"Montgomery + Radford, VA*",117324
51939,"Pittsylvania + Danville, VA*",101642
51941,"Prince George + Hopewell, VA*",60678
51942,"Prince William, Manassas + Manassas Park, VA*",526959
51944,"Roanoke + Salem, VA*",119716
51945,"Rockbridge, Buena Vista + Lexington, VA*",36125
51947,"Rockingham + Harrisonburg, VA*",135277
51949,"Southampton + Franklin, VA*",25599
51951,"Spotsylvania + Fredericksburg, VA*",163382
51953,"Washington + Bristol, VA*",70884
51955,"Wise + Norton, VA*",41980
51958,"York + Poquoson, VA*",80036
53001,"Adams, WA",19759
53003,"Asotin, WA",22610
53005,"Benton, WA",201877
53007,"Chelan, WA",77036
53009,"Clallam, WA",76737
53011,"Clark, WA",481857
53013,"Columbia, WA",4059
53015,"Cowlitz, WA",108987
53017,"Douglas, WA",42907
53019,"Ferry, WA",7649
53021,"Franklin, WA",94347
53023,"Garfield, WA",2247
53025,"Grant, WA",97331
53027,"Grays Harbor, WA",73901
53029,"Island, WA",84460
53031,"Jefferson, WA",31729
53033,"King, WA",2233163
53035,"Kitsap, WA",269805
53037,"Kittitas, WA",47364
53039,"Klickitat, WA",22107
53041,"Lewis, WA",79604
53043,"Lincoln, WA",10740
53045,"Mason, WA",65507
53047,"Okanogan, WA",42132
53049,"Pacific, WA",22036
53051,"Pend Oreille, WA",13602
53053,"Pierce, WA",891299
53055,"San Juan, WA",17128
53057,"Skagit, WA",128206
53059,"Skamania, WA",11924
53061,"Snohomish, WA",814901
53063,"Spokane, WA",514631
53065,"Stevens, WA",45260
53067,"Thurston, WA",286419
53069,"Wahkiakum, WA",4426
53071,"Walla Walla, WA",60922
53073,"Whatcom, WA",225685
53075,"Whitman, WA",49791
53077,"Yakima, WA",251446
54001,"Barbour, WV",16535
54003,"Berkeley, WV",117123
54005,"Boone, WV",21951
54007,"Braxton, WV",14089
54009,"Brooke, WV",22203
54011,"Cabell, WV",93224
54013,"Calhoun, WV",7254
54015,"Clay, WV",8632
54017,"Doddridge, WV",8406
54019,"Fayette, WV",43018
54021,"Gilmer, WV",8026
54023,"Grant, WV",11626
54025,"Greenbrier, WV",34786
54027,"Hampshire, WV",23347
54029,"Hancock, WV",29094
54031,"Hardy, WV",13775
54033,"Harrison, WV",67554
54035,"Jackson, WV",28706
54037,"Jefferson, WV",56811
54039,"Kanawha, WV",180454
54041,"Lewis, WV",16024
54043,"Lincoln, WV",20599
54045,"Logan, WV",32607
54047,"McDowell, WV",18223
54049,"Marion, WV",56097
54051,"Marshall, WV",30785
54053,"Mason, WV",26718
54055,"Mercer, WV",59131
54057,"Mineral, WV",26940
54059,"Mingo, WV",23785
54061,"Monongalia, WV",106420
54063,"Monroe, WV",13280
54065,"Morgan, WV",17787
54067,"Nicholas, WV",24842
54069,"Ohio, WV",41755
54071,"Pendleton, WV",6997
54073,"Pleasants, WV",7507
54075,"Pocahontas, WV",8414
54077,"Preston, WV",33839
54079,"Putnam, WV",56682
54081,"Raleigh, WV",74254
54083,"Randolph, WV",28823
54085,"Ritchie, WV",9721
54087,"Roane, WV",13932
54089,"Summers, WV",12760
54091,"Taylor, WV",16862
54093,"Tucker, WV",6955
54095,"Tyler, WV",8746
54097,"Upshur, WV",24415
54099,"Wayne, WV",39944
54101,"Webster, WV",8285
54103,"Wetzel, WV",15270
54105,"Wirt, WV",5830
54107,"Wood, WV",84203
54109,"Wyoming, WV",20786
55001,"Adams, WI",20348
55003,"Ashland, WI",15600
55005,"Barron, WI",45164
55007,"Bayfield, WI",15042
55009,"Brown, WI",263378
55011,"Buffalo, WI",13125
55013,"Burnett, WI",15392
55015,"Calumet, WI",50159
55017,"Chippewa, WI",64135
55019,"Clark, WI",34709
55021,"Columbia, WI",57358
55023,"Crawford, WI",16291
55025,"Dane, WI",542364
55027,"Dodge, WI",87847
55029,"Door, WI",27610
55031,"Douglas, WI",43208
55033,"Dunn, WI",45131
55035,"Eau Claire, WI",104534
55037,"Florence, WI",4321
55039,"Fond du Lac, WI",103066
55041,"Forest, WI",8991
55043,"Grant, WI",51554
55045,"Green, WI",36929
55047,"Green Lake, WI",18918
55049,"Iowa, WI",23771
55051,"Iron, WI",5676
55053,"Jackson, WI",20478
55055,"Jefferson, WI",85129
55057,"Juneau, WI",26617
55059,"Kenosha, WI",169290
55061,"Kewaunee, WI",20383
55063,"La Crosse, WI",118230
55065,"Lafayette, WI",16665
55067,"Langlade, WI",19268
55069,"Lincoln, WI",27689
55071,"Manitowoc, WI",79074
55073,"Marathon, WI",135428
55075,"Marinette, WI",40434
55077,"Marquette, WI",15434
55078,"Menominee, WI*",4658
55079,"Milwaukee, WI",948201
55081,"Monroe, WI",46051
55083,"Oconto, WI",37830
55085,"Oneida, WI",35470
55087,"Outagamie, WI",187365
55089,"Ozaukee, WI",89147
55091,"Pepin, WI",7289
55093,"Pierce, WI",42555
55095,"Polk, WI",43598
55097,"Portage, WI",70942
55099,"Price, WI",13397
55101,"Racine, WI",196584
55103,"Richland, WI",17377
55105,"Rock, WI",163129
55107,"Rusk, WI",14147
55109,"St. Croix, WI",89694
55111,"Sauk, WI",64249
55113,"Sawyer, WI",16489
55115,"Shawano, WI*",40796
55117,"Sheboygan, WI",115456
55119,"Taylor, WI",20412
55121,"Trempealeau, WI",29442
55123,"Vernon, WI",30785
55125,"Vilas, WI",21938
55127,"Walworth, WI",103718
55129,"Washburn, WI",15878
55131,"Washington, WI",135693
55133,"Waukesha, WI",403072
55135,"Waupaca, WI",51128
55137,"Waushara, WI",24263
55139,"Winnebago, WI",171020
55141,"Wood, WI",73055
55901,"Shawano (includes Menominee), WI*",
56001,"Albany, WY",38601
56003,"Big Horn, WY",11881
56005,"Campbell, WY",46140
56007,"Carbon, WY",14971
56009,"Converse, WY",13640
56011,"Crook, WY",7450
56013,"Fremont, WY",39531
56015,"Goshen, WY",13376
56017,"Hot Springs, WY",4555
56019,"Johnson, WY",8460
56021,"Laramie, WY",98976
56023,"Lincoln, WY",19434
56025,"Natrona, WY",79115
56027,"Niobrara, WY",2388
56029,"Park, WY",29324
56031,"Platte, WY",8566
56033,"Sheridan, WY",30233
56035,"Sublette, WY",9813
56037,"Sweetwater, WY",43051
56039,"Teton, WY",23081
56041,"Uinta, WY",20299
56043,"Washakie, WY",7885
56045,"Weston, WY",6967
